time,lat,lon,ele
2021-01-05 23:54:32+00:00,-32.89628874510527,151.6534953005612,6.6
2021-01-05 23:54:33+00:00,-32.89629167877138,151.6534681431949,8.0
2021-01-05 23:54:34+00:00,-32.89629436098039,151.6534556541592,8.6
2021-01-05 23:54:35+00:00,-32.89629327133298,151.65345112793148,11.6
2021-01-05 23:54:36+00:00,-32.89629025384784,151.65344710461795,15.0
2021-01-05 23:54:37+00:00,-32.89628505706787,151.65344199165702,17.8
2021-01-05 23:54:38+00:00,-32.896279441192746,151.6534358728677,19.2
2021-01-05 23:54:39+00:00,-32.896275501698256,151.65343050844967,18.8
2021-01-05 23:54:40+00:00,-32.89627340622246,151.65342648513615,16.6
2021-01-05 23:54:41+00:00,-32.8962732385844,151.65342941880226,15.6
2021-01-05 23:54:42+00:00,-32.89627231657505,151.65342908352613,13.2
2021-01-05 23:54:43+00:00,-32.89627189747989,151.65342673659325,13.8
2021-01-05 23:54:44+00:00,-32.896276004612446,151.65341667830944,14.2
2021-01-05 23:54:45+00:00,-32.89628103375435,151.65340427309275,13.2
2021-01-05 23:54:46+00:00,-32.896288158372045,151.65338717401028,11.8
2021-01-05 23:54:47+00:00,-32.896297043189406,151.65336806327105,11.2
2021-01-05 23:54:48+00:00,-32.89630500599742,151.65334719233215,10.8
2021-01-05 23:54:49+00:00,-32.89631514810026,151.65332187898457,10.8
2021-01-05 23:54:50+00:00,-32.89632353000343,151.653293967247,10.6
2021-01-05 23:54:51+00:00,-32.89633283391595,151.6532646305859,10.6
2021-01-05 23:54:52+00:00,-32.89634398184717,151.65323412045836,10.6
2021-01-05 23:54:53+00:00,-32.896353704854846,151.65320260450244,8.4
2021-01-05 23:54:54+00:00,-32.89636426605284,151.65317117236555,7.4
2021-01-05 23:54:55+00:00,-32.896376168355346,151.6531385667622,4.8
2021-01-05 23:54:56+00:00,-32.89638890884817,151.6531042009592,2.8
2021-01-05 23:54:57+00:00,-32.89639980532229,151.65306782349944,1.8
2021-01-05 23:54:58+00:00,-32.89641153998673,151.65302951820195,1.4
2021-01-05 23:54:59+00:00,-32.89642394520342,151.65299062617123,1.2
